Name,Description,SKU,Gender, Attribute 1,Attribute 1 Value, Attribute 2,Attribute 2 Value, Attribute 3,Attribute 3 Value,Base Image 1 ,Base Image 2,Base Image 3,Base Image 4,Base Image 5,Base Price(USD),Sale Price(USD),Quantity,Unit of Weight,Weight,Unit of Dimensions,Height,Width,Length,SEO Title,SEO Description,Vendor,Parent SKU
Rot -80 Degrees WDP 500g Box,"<meta charset=""utf-8"">
<div class=""item flex "">
<div class=""title"">
<div class=""info"">
<span>Siberia White Dry ist ein Portionssnus mit einem sehr deutlichen Minzgeschmack und erscheint in trockenen Portionen mit niedrigerem Feuchtigkeitsgehalt, weshalb er auch weniger rinnt. Dieser Snus hat einen extrem hohen Nikotingehalt und eine Portion enthält mehr als fünfmal so viel Nikotin wie normal starker Snus (8 mg/g). Wird Menschen, die Nikotin gegenüber empfindlich sind, weniger empfohlen. Siberia zählt zusammen mit </span><a href=""https://snushus.ch/collections/odens"" title=""Odens"">Oden‘s</a><span> zu den beliebtesten Snusmarken der Schweiz. </span><span>Bei Fragen, Wünschen oder Anregungen </span><span>kannst du </span><span>uns </span><span>gerne auf der </span><span></span><a href=""https://snushus.ch/pages/kontakt"" title=""Kontakt"">Kontaktseite</a><span> s</span><span>chreiben</span><span>.</span><br>
</div>
<div class=""info"">
<div class=""info"">
<div class=""item flex "">
<div class=""title""><br></div>
</div>
</div>
</div>
</div>
</div>
<div class=""item flex ""></div>",Rot -80 Degrees WDP 500g Box,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/siberia-red-white-dry-portion-box_9219dd9f-e7c1-41b4-96a3-51fb170012a2.png,,,,,129.00,0.00,1,G,600,IN,3,3,3,,,,
,,SI-1025-1,Unisex,Title,Default Title,,,,,,,,,,129.00,0.00,1,G,600,IN,3,3,3,,,Siberia,Rot -80 Degrees WDP 500g Box
Cold Extreme WDP 500g Box,"<meta charset=""utf-8"">
<div class=""item flex "">
<div class=""title"">
<div class=""info"">
<span>Oden's Cold Extreme WDP (</span><strong>White Dry Portion</strong><span>) ist ein eiskalter Portionssnus mit einer minzigen Frische. Ganz besonders tritt ein Geschmack von Spearmint aus dem ansonsten traditionellen, erdnahen Tabakgeschmack hervor. Oden's Cold Dry ist ein sogenannter trockener Portionssnus, der nicht rinnt und ein noch erfrischenderes Gefühl bietet als andere Snus dieser Serie. Odens zählt zusammen mit </span><a href=""https://snushus.ch/collections/siberia"" title=""Siberia"">Siberia<span> </span></a><span>zu den beliebtesten Snusmarken der Schweiz. Bei Fragen, Wünschen oder Anregungen kannst du uns gerne auf der </span><a href=""https://snushus.ch/pages/kontakt"" title=""Kontakt"">Kontaktseite</a><span> schreiben.</span>
</div>
<div class=""info"">
<div class=""info"">
<div class=""item flex ""></div>
</div>
</div>
</div>
</div>
<div class=""item flex ""></div>",Cold Extreme WDP 500g Box,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/odens-cold-extreme-white-dry-portion-box_0a9600d7-7d68-43ea-83dd-0cdfa830332f.png,,,,,119.00,0.00,1,G,600,IN,3,3,3,,,,
,,OD-1025-1,Unisex,Title,Default Title,,,,,,,,,,119.00,0.00,1,G,600,IN,3,3,3,,,Oden's,Cold Extreme WDP 500g Box
Rot -80 Degrees WDP Slim 500g Box,"<meta charset=""utf-8"">
<div class=""item flex"">
<div class=""title"">
<div class=""info"">
<span>Siberia White Dry ist ein Portionssnus mit einem sehr deutlichen Minzgeschmack und erscheint in trockenen Portionen mit niedrigerem Feuchtigkeitsgehalt, weshalb er auch weniger rinnt. Dieser Snus hat einen extrem hohen Nikotingehalt und eine Portion enthält mehr als fünfmal so viel Nikotin wie normal starker Snus (8 mg/g). Wird Menschen, die Nikotin gegenüber empfindlich sind, weniger empfohlen. Siberia zählt zusammen mit </span><a href=""https://snushus.ch/collections/odens"" title=""Odens"">Oden‘s</a><span> zu den beliebtesten Snusmarken der Schweiz. </span><br>
</div>
<div class=""info"">
<div class=""info"">
<div class=""item flex"">
<div class=""title""><br></div>
</div>
</div>
</div>
</div>
</div>
<div class=""item flex""></div>",Rot -80 Degrees WDP Slim 500g Box,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/1628768479767331_siberia-red-white-dry-portion-slim-box.jpg,,,,,139.00,0.00,1,G,500,IN,3,3,3,,,,
,,SI-1125-1,Unisex,Title,Default Title,,,,,,,,,,139.00,0.00,1,G,500,IN,3,3,3,,,Siberia,Rot -80 Degrees WDP Slim 500g Box
Extreme WDP 500g Box,"<p>Soldat Extreme für die langen Tage auf dem Feld! Mit seinen unglaublichen 45 mg/g Nikotingehalt, gibt er jedem Snuser einen unverwechselbaren Kick welcher lange anhält. Unter der Lippe fühlen sich die Beutel sehr geschmeidig an und der Minz/Menthol Geschmack kommt angenehm zur Geltung. Jetzt auch in der beliebten 500g Box erhältlich!<br></p>",Extreme WDP 500g Box,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/soldatbox.jpg,,,,,79.20,0.00,1,G,600000,IN,3,3,3,,,,
,,SO-3025-1,Unisex,Title,Default Title,,,,,,,,,,79.20,0.00,1,G,600000,IN,3,3,3,,,Soldat,Extreme WDP 500g Box
Extreme WDP Slim 500g Box,"<p>Soldat Extreme für die langen Tage auf dem Feld! Mit seinen unglaublichen 45 mg/g Nikotingehalt, gibt er jedem Snuser einen unverwechselbaren Kick welcher lange anhält. Unter der Lippe fühlen sich die Beutel sehr geschmeidig an und der Minz/Menthol Geschmack kommt angenehm zur Geltung. Jetzt auch in der beliebten 500g Box erhältlich!<br></p>",Extreme WDP Slim 500g Box,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/soldatslimbox.jpg,,,,,99.00,0.00,1,G,600000,IN,3,3,3,,,,
,,SO-3125-1,Unisex,Title,Default Title,,,,,,,,,,99.00,0.00,1,G,600000,IN,3,3,3,,,Soldat,Extreme WDP Slim 500g Box
Mint Mini AW,"<p>Nimm dir einen Moment Zeit und geniesse die erfrischende Kombination aus süsser Minze und kühlem Menthol. Im MINI Format &amp; leichter Nikotinintensität.</p>
<p><span>EPOK, LYFT oder VELO? </span><span>Weitere Informationen dazu findest Du in </span><a href=""https://snushus.ch/blogs/snusbuch/was-ist-all-white-snus"" target=""_blank"">unserem Blog</a><span>.</span></p>",Mint Mini AW,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/velo-mint-mini-aw.png,,,,,8.50,0.00,1,G,20000,IN,3,3,3,,,,
,,VL-1705-1,Unisex,Title,Default Title,,,,,,,,,,8.50,0.00,1,G,20000,IN,3,3,3,,,VELO,Mint Mini AW
Hugo Mini AW,"<p>Der perfekte Mix aus reichhaltiger Holunderblüte und erfrischender Minze. Im Mini-Format &amp; leichter Nikotinintesität.</p>
<p><span>EPOK, LYFT oder VELO? </span><span>Weitere Informationen dazu findest Du in </span><a href=""https://snushus.ch/blogs/snusbuch/was-ist-all-white-snus"" target=""_blank"">unserem Blog</a><span>.</span></p>",Hugo Mini AW,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/velo-hugo-mini-aw.png,,,,,8.50,0.00,1,G,20000,IN,3,3,3,,,,
,,VL-1905-1,Unisex,Title,Default Title,,,,,,,,,,8.50,0.00,1,G,20000,IN,3,3,3,,,VELO,Hugo Mini AW
Freeze X-Strong AW,"<p>Dürfen wir vorstellen: VELO Freeze X-Strong. Hier werden prickelnde Pfefferminze und eiskaltes Menthol zu einem intensiven Geschmackserlebnis. Im SLIM Format &amp; mittlerer Nikotinintensität.</p>
<p><span>EPOK, LYFT oder VELO? </span><span>Weitere Informationen dazu findest Du in </span><a href=""https://snushus.ch/blogs/snusbuch/was-ist-all-white-snus"" target=""_blank"">unserem Blog</a><span>.</span></p>",Freeze X-Strong AW,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/velo-freeze-x-strong-aw_0bf8b7cb-2105-4d69-9246-d0b8c89acc00.png,,,,,8.50,0.00,1,G,34800,IN,3,3,3,,,,
,,VL-4105-1,Unisex,Title,Default Title,,,,,,,,,,8.50,0.00,1,G,34800,IN,3,3,3,,,VELO,Freeze X-Strong AW
Berry Frost X-Strong AW,"<p>VELO Berryfrost lässt Sommer und Winter aufeinandertreffen: Hier verschmilzt der Geschmack von saftigen Himbeeren, Blaubeeren und Brombeeren mit frischer Minze und eiskaltem Menthol. Im SLIM Format &amp; mittlerer Nikotinintensität.</p>
<p><span>EPOK, LYFT oder VELO? </span><span>Weitere Informationen dazu findest Du in </span><a href=""https://snushus.ch/blogs/snusbuch/was-ist-all-white-snus"" target=""_blank"">unserem Blog</a><span>.</span></p>",Berry Frost X-Strong AW,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/velo-berry-frost-x-strong-aw.png,,,,,8.50,0.00,1,G,34800,IN,3,3,3,,,,
,,VL-4205-1,Unisex,Title,Default Title,,,,,,,,,,8.50,0.00,1,G,34800,IN,3,3,3,,,VELO,Berry Frost X-Strong AW
Berry Frost Mini AW,"<p>VELO Berryfrost lässt Sommer und Winter aufeinandertreffen: Hier verschmilzt der Geschmack von saftigen Himbeeren, Blaubeeren und Brombeeren mit frischer Minze und eiskaltem Menthol. Im MINI Format &amp; leichter Nikotinintensität.</p>
<p> </p>
<p><span>EPOK, LYFT oder VELO? </span><span>Weitere Informationen dazu findest Du in </span><a href=""https://snushus.ch/blogs/snusbuch/was-ist-all-white-snus"" target=""_blank"">unserem Blog</a><span>.</span></p>",Berry Frost Mini AW,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/velo-berry-frost-mini-aw.png,,,,,8.50,0.00,1,G,20000,IN,3,3,3,,,,
,,VL-1205-1,Unisex,Title,Default Title,,,,,,,,,,8.50,0.00,1,G,20000,IN,3,3,3,,,VELO,Berry Frost Mini AW
Kräuter Mix Mini AW,"<p>Ein frischer Mix aus Kräutern kombiniert zu einem unglaublichen Geschmackserlebnis, inspiriert von den Schweizer Alpen. Im Mini-Format &amp; leichter Nikotinintesität.</p>
<p><span>EPOK, LYFT oder VELO? </span><span>Weitere Informationen dazu findest Du in </span><a href=""https://snushus.ch/blogs/snusbuch/was-ist-all-white-snus"" target=""_blank"">unserem Blog</a><span>.</span></p>",Kräuter Mix Mini AW,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/velo-kraeuter-mix-mini-aw.png,,,,,8.50,0.00,1,G,20000,IN,3,3,3,,,,
,,VL-1115-1,Unisex,Title,Default Title,,,,,,,,,,8.50,0.00,1,G,20000,IN,3,3,3,,,VELO,Kräuter Mix Mini AW
Hugo X-Strong AW,"<p>Der perfekte Mix aus reichhaltiger Holunderblüte und erfrischender Minze. Im Slim-Format &amp; mittlerer Nikotinintensität.</p>
<p><span>EPOK, LYFT oder VELO? </span><span>Weitere Informationen dazu findest Du in </span><a href=""https://snushus.ch/blogs/snusbuch/was-ist-all-white-snus"" target=""_blank"">unserem Blog</a><span>.</span></p>",Hugo X-Strong AW,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/velo-hugo-x-strong-aw.png,,,,,8.50,0.00,1,G,34800,IN,3,3,3,,,,
,,VL-4905-1,Unisex,Title,Default Title,,,,,,,,,,8.50,0.00,1,G,34800,IN,3,3,3,,,VELO,Hugo X-Strong AW
Ice Cool Strong AW,"<p>Probiere VELO Ice Cool und erlebe den Geschmack von prickelnder Pfefferminze in Kombination mit dem süssen Aroma von Polei-Minze.</p>
<p><span>EPOK, LYFT oder VELO? </span><span>Weitere Informationen dazu findest Du in </span><a href=""https://snushus.ch/blogs/snusbuch/was-ist-all-white-snus"" target=""_blank"">unserem Blog</a><span>.</span></p>",Ice Cool Strong AW,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/velo-ice-cool-strong-aw.png,,,,,8.50,0.00,1,G,34800,IN,3,3,3,,,,
,,VL-3605-1,Unisex,Title,Default Title,,,,,,,,,,8.50,0.00,1,G,34800,IN,3,3,3,,,VELO,Ice Cool Strong AW
Kräuter Mix X-Strong AW,"<p>Ein frischer Mix aus Kräutern kombiniert zu einem unglaublichen Geschmackserlebnis, inspiriert von den Schweizer Alpen. Im Slim-Format &amp; mittlerer Nikotinintensität.</p>
<p><span>EPOK, LYFT oder VELO? </span><span>Weitere Informationen dazu findest Du in </span><a href=""https://snushus.ch/blogs/snusbuch/was-ist-all-white-snus"" target=""_blank"">unserem Blog</a><span>.</span></p>",Kräuter Mix X-Strong AW,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/6cf36f78abe195f70fbae7bd4b5133cc.jpg,,,,,8.50,0.00,1,G,34800,IN,3,3,3,,,,
,,VL-4115-1,Unisex,Title,Default Title,,,,,,,,,,8.50,0.00,1,G,34800,IN,3,3,3,,,VELO,Kräuter Mix X-Strong AW
