Name,Description,SKU,Gender, Attribute 1,Attribute 1 Value, Attribute 2,Attribute 2 Value, Attribute 3,Attribute 3 Value,Base Image 1 ,Base Image 2,Base Image 3,Base Image 4,Base Image 5,Base Price(USD),Sale Price(USD),Quantity,Unit of Weight,Weight,Unit of Dimensions,Height,Width,Length,SEO Title,SEO Description,Vendor,Parent SKU
Rot -80 Degrees WDP 500g Box,"<meta charset=""utf-8"">
<div class=""item flex "">
<div class=""title"">
<div class=""info"">
<span>Siberia White Dry ist ein Portionssnus mit einem sehr deutlichen Minzgeschmack und erscheint in trockenen Portionen mit niedrigerem Feuchtigkeitsgehalt, weshalb er auch weniger rinnt. Dieser Snus hat einen extrem hohen Nikotingehalt und eine Portion enthält mehr als fünfmal so viel Nikotin wie normal starker Snus (8 mg/g). Wird Menschen, die Nikotin gegenüber empfindlich sind, weniger empfohlen. Siberia zählt zusammen mit </span><a href=""https://snushus.ch/collections/odens"" title=""Odens"">Oden‘s</a><span> zu den beliebtesten Snusmarken der Schweiz. </span><span>Bei Fragen, Wünschen oder Anregungen </span><span>kannst du </span><span>uns </span><span>gerne auf der </span><span></span><a href=""https://snushus.ch/pages/kontakt"" title=""Kontakt"">Kontaktseite</a><span> s</span><span>chreiben</span><span>.</span><br>
</div>
<div class=""info"">
<div class=""info"">
<div class=""item flex "">
<div class=""title""><br></div>
</div>
</div>
</div>
</div>
</div>
<div class=""item flex ""></div>",Rot -80 Degrees WDP 500g Box,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/siberia-red-white-dry-portion-box_9219dd9f-e7c1-41b4-96a3-51fb170012a2.png,,,,,129.00,0.00,1,G,600,IN,3,3,3,,,,
,,SI-1025-1,Unisex,Menge auswählen,1 Box,,,,,,,,,,129.00,0.00,1,G,600,IN,3,3,3,,,Siberia,Rot -80 Degrees WDP 500g Box
Cold Extreme WDP 500g Box,"<meta charset=""utf-8"">
<div class=""item flex "">
<div class=""title"">
<div class=""info"">
<span>Oden's Cold Extreme WDP (</span><strong>White Dry Portion</strong><span>) ist ein eiskalter Portionssnus mit einer minzigen Frische. Ganz besonders tritt ein Geschmack von Spearmint aus dem ansonsten traditionellen, erdnahen Tabakgeschmack hervor. Oden's Cold Dry ist ein sogenannter trockener Portionssnus, der nicht rinnt und ein noch erfrischenderes Gefühl bietet als andere Snus dieser Serie. Odens zählt zusammen mit </span><a href=""https://snushus.ch/collections/siberia"" title=""Siberia"">Siberia<span> </span></a><span>zu den beliebtesten Snusmarken der Schweiz. Bei Fragen, Wünschen oder Anregungen kannst du uns gerne auf der </span><a href=""https://snushus.ch/pages/kontakt"" title=""Kontakt"">Kontaktseite</a><span> schreiben.</span>
</div>
<div class=""info"">
<div class=""info"">
<div class=""item flex ""></div>
</div>
</div>
</div>
</div>
<div class=""item flex ""></div>",Cold Extreme WDP 500g Box,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/odens-cold-extreme-white-dry-portion-box_0a9600d7-7d68-43ea-83dd-0cdfa830332f.png,,,,,119.00,0.00,1,G,600,IN,3,3,3,,,,
,,OD-1025-1,Unisex,Preise,1 Box,,,,,,,,,,119.00,0.00,1,G,600,IN,3,3,3,,,Oden's,Cold Extreme WDP 500g Box
Rot -80 Degrees WDP Slim 500g Box,"<meta charset=""utf-8"">
<div class=""item flex"">
<div class=""title"">
<div class=""info"">
<span>Siberia White Dry ist ein Portionssnus mit einem sehr deutlichen Minzgeschmack und erscheint in trockenen Portionen mit niedrigerem Feuchtigkeitsgehalt, weshalb er auch weniger rinnt. Dieser Snus hat einen extrem hohen Nikotingehalt und eine Portion enthält mehr als fünfmal so viel Nikotin wie normal starker Snus (8 mg/g). Wird Menschen, die Nikotin gegenüber empfindlich sind, weniger empfohlen. Siberia zählt zusammen mit </span><a href=""https://snushus.ch/collections/odens"" title=""Odens"">Oden‘s</a><span> zu den beliebtesten Snusmarken der Schweiz. </span><br>
</div>
<div class=""info"">
<div class=""info"">
<div class=""item flex"">
<div class=""title""><br></div>
</div>
</div>
</div>
</div>
</div>
<div class=""item flex""></div>",Rot -80 Degrees WDP Slim 500g Box,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/1628768479767331_siberia-red-white-dry-portion-slim-box.jpg,,,,,139.00,0.00,1,G,500,IN,3,3,3,,,,
,,SI-1125-1,Unisex,Menge auswählen,1 Box,,,,,,,,,,139.00,0.00,1,G,500,IN,3,3,3,,,Siberia,Rot -80 Degrees WDP Slim 500g Box
Freeze X-Strong AW,"<p>Auf aromatisierter Zellulosebasis und völlig frei von Tabak kommen auch die<span> </span>LYFT Beutel im Slim Format. Ohne Tabak bedeutet ohne gewöhnungsbedürftigen Tabakgeruch sowie ohne jegliche Tabakschadstoffe - aktuell gibt es weltweit keine weniger schädliche Art, Nikotin zu konsumieren. All White Snus / Nicotine Pouches bietet sich deshalb vor allem Rauchern an, welche mit Rauchentwöhnung wie Nikotinpflaster, Nikotinkaugummi oder Nikotinspray nichts anfangen können.<br></p>
<div class=""info"">
<div class=""info"">
<div class=""item flex"">
<div class=""title"">
<p> </p>
<p>Der Lyft Freeze X-Strong kommt mit kühlendem Minzgeschmack und hohem Nikotingehalt.</p>
<p> </p>
<p>EPOK, LYFT oder VELO? <a href=""https://snushus.ch/blogs/snusbuch/epok-und-lyft-werden-ersetzt-mit-velo"">Hier findest Du alle Informationen zu diesem Thema!</a></p>
</div>
</div>
</div>
</div>",Freeze X-Strong AW,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/lyft-freeze-x-strong-aw.png,,,,,5.20,,1,G,30,IN,3,3,3,,,,
,,LY-1005-1,Unisex,Menge auswählen,1 Dose,,,,,,,,,,5.20,,1,G,30,IN,3,3,3,,,Lyft,Freeze X-Strong AW
Ice Cool Strong AW,"<p>Auf aromatisierter Zellulosebasis und völlig frei von Tabak kommen auch die<span> </span>LYFT Beutel im Slim Format. Ohne Tabak bedeutet ohne gewöhnungsbedürftigen Tabakgeruch sowie ohne jegliche Tabakschadstoffe - aktuell gibt es weltweit keine weniger schädliche Art, Nikotin zu konsumieren. All White Snus / Nicotine Pouches bietet sich deshalb vor allem Rauchern an, welche mit Rauchentwöhnung wie Nikotinpflaster, Nikotinkaugummi oder Nikotinspray nichts anfangen können.<br></p>
<div class=""info"">
<div class=""info"">
<div class=""item flex"">
<div class=""title"">
<p>Der Lyft Ice Cool Strong bietet mit intensivem Minzgeschmack eine kühlende Wirkung und mit 14 mg/g einen etwas höheren Nikotingehalt.</p>
<p><span>EPOK, LYFT oder VELO? </span><a href=""https://snushus.ch/blogs/snusbuch/epok-und-lyft-werden-ersetzt-mit-velo"">Hier findest Du alle Informationen zu diesem Thema!</a></p>
</div>
</div>
</div>
</div>",Ice Cool Strong AW,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/lyft-ice-cool-strong-aw.png,,,,,5.20,,1,G,30,IN,3,3,3,,,,
,,LY-6005-1,Unisex,Menge auswählen,1 Dose,,,,,,,,,,5.20,,1,G,30,IN,3,3,3,,,Lyft,Ice Cool Strong AW
COLD,"<p>Der edel COLD ist das bisher stärkste All White Produkt auf dem Schweizer Markt. Diese einzigartige Minz-Menthol Mischung mit Frischebooster und 20 mg/g Nikotin wurde explizit für die Vorlieben der heimischen Konsumenten entwickelt. Mit der Kraft vom COLD kann kommen was wolle - immer und überall.</p>
<p><a title=""edelweiss All White Snus im Snushus kaufen! Schweizer Qualität, direkt aus der Schweiz versendet."" href=""https://snushus.ch/collections/edel-weiss-snus"">Hier findest Du sämtliche Varianten der edelweiss Linie</a><br></p>",COLD,Unisex,,,,,,,https://cdn.shopify.com/s/files/1/0072/0646/9679/products/edel-cold-all-white.png,,,,,6.90,,1,G,14,IN,3,3,3,,,,
,,ED-1010-1,Unisex,Menge,1 Dose,,,,,,,,,,6.90,,1,G,14,IN,3,3,3,,,Edel,COLD
